item_id,title,creator,type,genre,publication_date,page_count,average_rating
2465,Cross-group object-oriented contingency,Nicole Williams,book,romance,2023-04-13,421,3.2
2466,Organized stable moratorium,Louis Brown,book,mystery,2021-10-28,380,3.97
2467,Fundamental mission-critical architecture,Amber Butler,book,mystery,2024-10-23,365,4.98
2469,Realigned 6thgeneration emulation,Amanda Thomas,book,romance,2020-12-19,872,3.34
2471,Advanced holistic approach,Sarah Martin,book,fiction,2022-07-05,478,3.41
2474,Devolved foreground encryption,Linda Miller,book,fiction,2024-04-05,985,3.27
2475,Extended content-based protocol,Eric Warner,book,fiction,2022-05-01,462,4.61
2483,Versatile intermediate analyzer,Sandra Torres,book,non-fiction,2024-04-23,851,3.99
2484,Vision-oriented hybrid algorithm,Michael Brown,book,fiction,2020-12-01,628,4.71
2487,Profound incremental project,Christopher Hicks,book,thriller,2024-04-25,697,3.47
2488,Sharable cohesive encoding,Connor Dominguez,book,thriller,2022-12-14,284,4.76
2491,Configurable tertiary time-frame,Maria Olson,book,fiction,2020-09-06,873,4.53
2492,Stand-alone 6thgeneration hub,Karen Thomas,book,mystery,2021-05-05,353,4.32
2493,Grass-roots maximized projection,Michael White,book,mystery,2023-12-29,776,3.23
2496,Versatile system-worthy parallelism,Martin Fitzpatrick,book,non-fiction,2023-06-08,971,4.57
2497,Synergized real-time policy,James Randall,book,mystery,2023-04-06,367,4.35
2498,Re-engineered client-driven leverage,Breanna Lopez,book,sci-fi,2021-08-22,535,3.8
2503,Re-contextualized content-based hardware,Wayne Weaver,book,fiction,2024-10-26,921,3.76
2505,Grass-roots empowering policy,Elizabeth Hunter,book,mystery,2022-01-28,648,3.4
2506,Switchable content-based throughput,Corey Cortez,book,sci-fi,2023-01-09,980,4.44
2507,Devolved zero administration solution,Lisa Grant,book,mystery,2021-06-06,439,3.83
2510,Reduced multi-state conglomeration,Karen Ortiz,book,mystery,2020-07-17,408,3.05
2512,Right-sized scalable Graphical User Interface,Larry Harding,book,sci-fi,2020-11-14,771,3.8
2518,Ergonomic eco-centric methodology,Nicolas James,book,mystery,2022-03-25,771,4.15
2519,Reactive optimal focus group,Kari Lloyd,book,fiction,2022-07-06,327,4.93
2521,Optimized responsive matrix,Duane Mccormick,book,sci-fi,2022-12-07,845,3.79
2522,Phased intermediate info-mediaries,Bruce Roman,book,thriller,2021-07-10,210,3.9
2524,Business-focused 6thgeneration architecture,Amanda Forbes,book,thriller,2021-05-05,418,3.66
2526,Cross-platform value-added software,Richard Schneider,book,sci-fi,2022-01-27,707,3.5
2527,Balanced stable open system,Richard Washington,book,sci-fi,2020-04-03,635,4.45
2529,Horizontal intermediate encoding,Jamie Snyder,book,non-fiction,2021-02-09,137,3.64
2531,Reactive heuristic encoding,Sabrina Rodriguez,book,sci-fi,2020-09-18,658,4.0
2534,Ameliorated cohesive array,Phillip Salazar,book,sci-fi,2022-10-24,230,4.51
2535,Seamless encompassing workforce,Eugene Martinez,book,fiction,2022-05-22,270,3.39
2541,Cross-platform attitude-oriented installation,Angela Gilmore,book,non-fiction,2023-07-09,922,4.23
2543,Seamless web-enabled implementation,Mr. Joel Peters,book,thriller,2020-01-27,837,4.99
2545,Pre-emptive intermediate utilization,Autumn Anderson,book,sci-fi,2024-05-01,168,4.99
2546,Mandatory fresh-thinking adapter,Derek Frazier,book,non-fiction,2022-06-14,304,4.39
2549,Total systemic implementation,John Zamora,book,fiction,2020-10-18,297,3.55
2551,Open-architected even-keeled encryption,Keith Meadows,book,sci-fi,2023-07-14,360,4.12
2554,Total asymmetric knowledge user,Mark Benjamin,book,romance,2023-07-10,760,4.53
2555,Ameliorated human-resource orchestration,James Randall,book,romance,2021-09-06,719,3.55
2557,Organized interactive array,Sheila Wilkins,book,non-fiction,2022-02-22,321,3.18
2559,Fundamental mission-critical complexity,Phillip Salazar,book,fiction,2020-10-18,240,4.02
2560,Reduced secondary model,Tiffany Anderson,book,sci-fi,2022-12-14,434,3.61
2562,Virtual discrete array,Mary Houston,book,mystery,2023-06-29,419,4.68
2563,Diverse background pricing structure,Keith Hall,book,romance,2023-06-08,962,3.43
2564,Business-focused eco-centric artificial intelligence,Vanessa Harris,book,mystery,2022-08-01,828,3.29
2565,Function-based local collaboration,Eric Reese,book,sci-fi,2021-06-03,811,4.58
2567,Integrated composite model,Karen Lopez,book,sci-fi,2020-04-16,889,4.34
2571,Exclusive real-time structure,Patricia Schwartz,book,mystery,2020-05-04,436,3.19
2572,Visionary bandwidth-monitored flexibility,Kelly Rowe,book,romance,2024-01-17,113,4.21
2573,Enhanced national capability,Adrian Dean,book,thriller,2023-11-08,590,3.8
2578,Centralized hybrid challenge,Hannah Martin,book,thriller,2020-10-16,256,4.41
2579,Phased coherent capacity,Kevin Morrow,book,non-fiction,2021-03-01,184,3.84
2581,Persistent dynamic knowledgebase,Lisa Guerra,book,romance,2020-10-30,384,4.97
2582,Customizable transitional encryption,Patrick Buckley,book,thriller,2020-10-07,117,3.67
2586,Reactive needs-based success,Zachary Jones,book,romance,2021-12-22,251,4.46
2587,Progressive maximized project,Kim James,book,fiction,2024-09-03,382,4.22
2590,Open-source composite middleware,Megan Decker,book,romance,2024-03-31,956,4.39
2592,Multi-layered exuding budgetary management,Katherine Taylor,book,non-fiction,2022-12-24,425,4.18
2594,Assimilated foreground matrix,Michael Howard,book,thriller,2020-12-13,352,3.62
2597,Virtual value-added challenge,Jamie James,book,romance,2023-03-15,423,3.83
2599,Focused leadingedge extranet,Audrey Jackson,book,mystery,2022-05-23,194,3.98
2608,Integrated motivating concept,Patricia Schwartz,book,mystery,2020-01-05,481,4.13
2611,Self-enabling multi-state hub,Zachary Vargas PhD,book,fiction,2020-01-29,291,4.83
2612,Open-architected full-range website,Brent Garcia,book,romance,2023-01-08,290,4.5
2613,Monitored regional Graphic Interface,Richard Washington,book,sci-fi,2021-05-19,707,4.15
2614,Business-focused multi-state paradigm,Toni Miller,book,sci-fi,2020-07-28,954,3.49
2616,Profound 5thgeneration secured line,Michael Henry,book,non-fiction,2023-11-08,881,4.87
2619,Organic upward-trending success,Michael Mckinney,book,romance,2023-02-18,814,4.89
2620,Digitized client-server task-force,Michael Henry,book,romance,2024-07-13,869,3.28
2623,Devolved content-based instruction set,Joseph Mendoza,book,non-fiction,2022-10-21,305,4.77
2624,Operative coherent interface,Michael Howard,book,non-fiction,2022-09-10,341,4.72
2625,Function-based demand-driven ability,Gregory Wallace,book,non-fiction,2024-11-29,257,4.37
2627,Cloned directional Local Area Network,Brittany Riley,book,thriller,2024-07-13,503,4.4
2634,Universal optimizing model,Stephanie Fields,book,romance,2023-05-16,942,3.0
2636,Ameliorated intermediate matrices,Alyssa Peters,book,non-fiction,2021-04-26,409,3.87
2637,Profound exuding methodology,Leslie Hernandez,book,non-fiction,2024-10-27,535,3.3
2638,Open-architected actuating parallelism,Richard Wood,book,sci-fi,2021-06-16,135,3.52
2642,Open-source value-added initiative,Jason Oliver,book,non-fiction,2022-01-20,688,4.01
2644,Secured mission-critical protocol,Brenda Pierce,book,fiction,2020-04-15,410,3.85
2647,Assimilated full-range hub,James Jones,book,sci-fi,2020-07-18,644,4.52
2651,Down-sized global complexity,Nathan Wilson,book,sci-fi,2022-12-12,571,3.73
2654,Optimized modular array,Joshua Brown,book,sci-fi,2024-08-18,117,3.89
2655,Total secondary collaboration,Christopher Reed,book,romance,2024-12-01,214,3.71
2656,Adaptive methodical conglomeration,Patricia Williams,book,sci-fi,2020-02-13,354,3.35
2658,Total heuristic secured line,Adrian Dean,book,mystery,2022-10-26,569,4.38
2659,Balanced composite function,Zachary Jones,book,thriller,2021-08-10,940,4.05
2660,Automated optimal artificial intelligence,Phillip Salazar,book,mystery,2024-11-24,481,3.08
2663,Implemented reciprocal moderator,Mary Lin,book,non-fiction,2020-04-24,864,3.51
2667,Face-to-face system-worthy forecast,Mary Houston,book,non-fiction,2020-02-12,878,4.87
2668,Mandatory static complexity,Stacy Rodriguez,book,non-fiction,2023-06-07,383,4.0
2669,Organized heuristic migration,Toni Miller,book,non-fiction,2021-06-27,794,3.57
2670,Streamlined tertiary initiative,Curtis Campbell,book,fiction,2022-01-17,900,3.83
2671,Front-line fault-tolerant secured line,Emily Lane,book,sci-fi,2021-08-03,713,4.58
2673,Automated attitude-oriented approach,Timothy Stark,book,romance,2022-11-23,394,4.46
2675,De-engineered coherent success,Laura Bush,book,sci-fi,2020-04-28,671,3.03
2676,Visionary full-range solution,Michael Stewart,book,sci-fi,2021-07-22,255,3.92
2678,Decentralized secondary secured line,Greg Osborne,book,fiction,2024-09-02,776,4.7
2680,Triple-buffered demand-driven leverage,Brittany Young,book,romance,2023-03-28,478,3.61
2683,Function-based human-resource contingency,Veronica Berry,book,fiction,2024-01-08,869,4.95
2685,Inverse local challenge,Tracy Wells,book,fiction,2024-01-14,199,3.79
2686,User-friendly tertiary interface,Jennifer Moss,book,romance,2023-04-01,396,3.36
2687,Versatile non-volatile standardization,Diana Johnson,book,thriller,2020-11-16,510,4.1
2688,Down-sized eco-centric instruction set,Michael Hendricks,book,sci-fi,2020-06-03,713,3.56
2692,Automated zero administration access,Zachary Jones,book,sci-fi,2023-02-11,260,4.85
2693,Universal global website,Kyle Watkins,book,fiction,2023-01-12,645,4.66
2695,Profit-focused dedicated data-warehouse,Leslie Hernandez,book,sci-fi,2020-09-11,528,3.82
2703,Cloned methodical instruction set,Hannah Martin,book,fiction,2024-08-08,311,4.16
2704,Robust object-oriented emulation,Angela Gilmore,book,romance,2024-07-28,554,4.98
2708,Progressive discrete analyzer,Heather Maldonado,book,sci-fi,2021-01-24,982,3.77
2714,Reduced didactic monitoring,Samantha Cohen,book,mystery,2023-04-07,876,4.65
2717,Quality-focused solution-oriented customer loyalty,Rachel Little,book,thriller,2020-01-10,175,3.92
2721,Implemented static extranet,Stephanie Herrera,book,mystery,2022-01-13,677,3.73
2722,Optimized demand-driven superstructure,John Morrison,book,thriller,2020-10-10,262,4.14
2723,Cross-platform well-modulated forecast,Judith Miller,book,sci-fi,2021-07-03,789,3.59
2726,Adaptive disintermediate architecture,Lisa Durham,book,non-fiction,2023-11-07,698,3.02
2727,Virtual encompassing conglomeration,Deborah Graves,book,thriller,2020-07-10,991,4.99
2728,Organized global capability,Steven Griffith,book,non-fiction,2022-06-17,452,4.29
2731,Configurable heuristic toolset,John Mayer,book,sci-fi,2020-06-01,114,4.34
2732,Enhanced human-resource workforce,Sandy Evans,book,mystery,2020-11-25,311,3.45
2733,Function-based uniform adapter,Diana Johnson,book,thriller,2024-07-06,908,3.24
2734,Secured zero administration array,Randy Robinson,book,sci-fi,2024-12-01,683,4.83
2737,Versatile responsive hardware,Timothy Andrews,book,romance,2020-02-08,168,3.54
2740,Down-sized content-based process improvement,Steven Taylor,book,thriller,2023-02-22,287,4.38
2742,User-friendly discrete protocol,Michael Williams,book,mystery,2024-08-17,665,3.55
2744,Networked fresh-thinking project,Lisa Durham,book,fiction,2021-10-19,312,3.46
2747,Multi-layered solution-oriented Graphical User Interface,Eric Reese,book,fiction,2022-01-13,587,3.39
2749,Cross-platform radical model,Grace Miller,book,fiction,2022-10-06,837,4.77
2751,Reactive neutral success,Anthony Rush,book,mystery,2023-10-07,872,3.81
2752,Decentralized regional workforce,Chad Cortez,book,non-fiction,2020-02-13,436,4.01
2755,Centralized exuding secured line,Audrey Jackson,book,fiction,2024-10-11,874,4.89
2756,Devolved tangible firmware,Jason Oliver,book,romance,2024-01-14,581,3.99
2757,Distributed even-keeled Graphical User Interface,Vanessa Rivera,book,sci-fi,2024-03-16,789,3.61
2760,Assimilated executive Graphic Interface,Susan Baldwin,book,mystery,2020-11-17,427,4.53
2761,Cross-group client-driven moderator,Angela Gilmore,book,mystery,2022-12-21,724,3.42
2764,Decentralized contextually-based orchestration,April Finley,book,sci-fi,2021-01-06,769,4.19
2765,Configurable discrete application,Dorothy Brown,book,mystery,2021-05-04,334,4.87
2766,Virtual neutral system engine,Daniel Lopez,book,mystery,2022-08-30,479,3.29
2767,Configurable transitional neural-net,Mrs. Bethany Phillips,book,thriller,2024-08-19,422,3.9
2768,Team-oriented needs-based framework,Nicholas Terrell,book,sci-fi,2024-06-27,105,4.52
2769,Switchable exuding attitude,James Stevens,book,sci-fi,2024-06-07,462,4.29
2770,Versatile 6thgeneration function,Shannon Rogers,book,mystery,2024-07-20,119,4.64
2771,Operative background protocol,Samantha Chavez,book,thriller,2021-08-15,362,3.59
2772,User-centric actuating challenge,Valerie Reyes,book,sci-fi,2020-04-19,909,3.76
2774,Balanced methodical workforce,Adrian Dean,book,fiction,2021-10-05,176,3.49
2775,Quality-focused bi-directional firmware,Stephanie Knight,book,thriller,2020-10-01,707,3.94
2779,Extended upward-trending strategy,Katherine Brown,book,mystery,2020-08-03,548,4.85
2780,User-centric systemic migration,Becky Wilson,book,thriller,2021-02-23,175,3.65
2783,Ergonomic modular neural-net,Bryan Thomas,book,romance,2021-02-22,881,4.32
2786,Open-architected optimizing installation,Joseph Watson,book,mystery,2024-07-05,891,3.89
2788,Decentralized tertiary instruction set,Katherine White,book,thriller,2021-03-25,820,3.52
2790,Open-architected optimizing core,Dr. Julie Miller,book,sci-fi,2023-09-10,917,3.1
2792,Stand-alone optimal capability,Timothy Smith,book,romance,2024-10-17,994,4.6
2794,Fully-configurable value-added analyzer,Richard Rodriguez,book,romance,2023-08-12,194,4.95
2796,Grass-roots bifurcated orchestration,Scott Lopez,book,sci-fi,2019-12-21,724,4.3
2797,Expanded transitional budgetary management,Stephanie Mahoney,book,thriller,2024-02-09,541,4.64
2798,Advanced incremental benchmark,Cathy Bell,book,thriller,2021-08-30,255,4.3
2799,Organized client-server circuit,Zachary Vargas PhD,book,romance,2023-07-31,447,3.91
2801,Multi-tiered stable model,Kim Beltran,book,fiction,2023-05-11,738,4.66
2802,Organic stable customer loyalty,Sandy Evans,book,mystery,2024-03-31,537,3.3
2810,Visionary 24/7 leverage,Donald Flores,book,non-fiction,2023-11-20,322,4.54
2811,Progressive asymmetric parallelism,Rachel Jones,book,sci-fi,2022-03-25,226,4.67
2812,Innovative secondary definition,Kim James,book,thriller,2022-03-15,974,4.48
2813,Team-oriented even-keeled matrices,Karen Thomas,book,sci-fi,2024-10-10,508,3.4
2815,Devolved 3rdgeneration time-frame,Mrs. Ashley Taylor,book,romance,2021-02-16,841,4.03
2816,Pre-emptive human-resource definition,Elizabeth Hunter,book,fiction,2024-11-21,600,4.48
2817,Reactive multimedia project,Rebecca Patel,book,sci-fi,2024-08-17,295,3.42
2818,Customizable encompassing success,Martin Fitzpatrick,book,mystery,2021-10-23,589,3.51
2819,Function-based system-worthy attitude,Shannon Rogers,book,fiction,2021-04-25,107,3.76
2820,Switchable multi-state website,Dennis Cooper PhD,book,fiction,2021-07-04,463,3.72
2821,Open-architected 3rdgeneration architecture,Justin Fry,book,sci-fi,2022-10-17,968,4.3
2822,Customer-focused disintermediate forecast,Derek Frazier,book,fiction,2021-03-20,766,4.29
2823,Fully-configurable web-enabled secured line,Alexander Davis,book,fiction,2024-08-12,381,4.46
2825,Enterprise-wide responsive methodology,Karen Bradley,book,non-fiction,2024-11-04,243,4.39
2828,Mandatory 24hour matrices,Jesse Riley,book,romance,2020-12-03,255,4.48
2830,Optimized eco-centric standardization,Ryan Marsh,book,mystery,2023-12-24,513,4.25
2832,Robust non-volatile open system,Ethan Delacruz,book,sci-fi,2021-09-28,135,4.47
2833,Multi-tiered methodical process improvement,Jennifer Yu,book,fiction,2020-12-08,652,3.75
2835,Multi-channeled methodical task-force,Richard Gutierrez,book,fiction,2021-02-28,529,4.98
2836,Managed modular emulation,Margaret Erickson,book,sci-fi,2022-02-10,525,4.71
2838,Re-contextualized client-driven emulation,Margaret Erickson,book,sci-fi,2022-01-04,363,3.26
2840,User-centric asynchronous benchmark,Eugene Martinez,book,romance,2023-05-13,300,3.25
2843,Automated eco-centric access,Sandy Evans,book,mystery,2024-07-19,289,4.46
2844,Open-source bottom-line focus group,Rebecca Dougherty,book,sci-fi,2023-03-04,784,4.18
2846,Front-line reciprocal capability,Michael Barnes,book,romance,2020-06-03,854,4.87
2847,Function-based radical monitoring,Michelle Richardson,book,sci-fi,2023-09-09,747,3.1
2848,Virtual disintermediate analyzer,Michael Hill,book,fiction,2022-05-03,246,4.27
2852,Managed bandwidth-monitored array,Erika Maxwell,book,mystery,2022-06-23,658,3.88
2854,Total grid-enabled help-desk,Ryan Mcmahon,book,non-fiction,2023-09-22,361,3.68
2858,Focused user-facing analyzer,Emily Herrera,book,sci-fi,2023-08-15,949,3.22
2860,Persevering analyzing protocol,Micheal Perkins,book,fiction,2022-03-16,987,4.94
2861,Secured client-driven alliance,Kaitlyn Valdez,book,romance,2020-07-18,299,3.28
2863,Virtual exuding software,Philip Fernandez,book,non-fiction,2022-02-11,676,4.72
2873,Extended local interface,Joshua Martin,book,sci-fi,2020-10-25,243,3.29
2875,Extended upward-trending website,Jonathan York,book,sci-fi,2023-10-26,705,3.39
2877,Visionary national Local Area Network,Dorothy Brown,book,thriller,2024-08-05,699,4.89
2878,Reduced bifurcated utilization,Kim James,book,non-fiction,2023-06-06,788,3.55
2879,Business-focused discrete support,Samuel Ellis,book,fiction,2023-06-17,633,3.62
2880,Customizable next generation matrices,John Zamora,book,romance,2021-12-05,582,3.46
2881,Streamlined optimal structure,Jennifer Vasquez,book,fiction,2023-08-24,654,4.49
2882,Devolved actuating model,Jason Ramos,book,thriller,2020-11-08,449,4.75
2884,Profound real-time moratorium,Stacie Butler,book,non-fiction,2024-05-18,997,4.42
2886,Progressive national array,Erin Watkins,book,romance,2021-04-03,713,4.73
2887,Managed neutral challenge,Kevin Morrow,book,thriller,2024-02-05,606,4.67
2892,Sharable needs-based artificial intelligence,Stacie Butler,book,sci-fi,2023-08-24,326,4.18
2899,Polarized bandwidth-monitored intranet,Zachary Vargas PhD,book,sci-fi,2023-11-16,972,3.92
2901,Self-enabling value-added portal,Jessica Rosario,book,fiction,2020-02-01,321,4.13
2902,Distributed heuristic functionalities,John Ramirez,book,mystery,2021-11-07,201,3.58
2903,Customizable motivating project,Ethan Delacruz,book,thriller,2021-05-28,567,4.7
2904,Implemented empowering complexity,Kaitlyn Valdez,book,thriller,2020-05-19,452,3.7
2911,Right-sized actuating ability,Wayne Weaver,book,fiction,2023-04-08,754,3.81
2915,Decentralized disintermediate installation,Alexis Tucker,book,mystery,2020-09-13,618,4.4
2919,Balanced neutral structure,Stephanie Fields,book,romance,2020-02-25,462,3.79
2922,Secured heuristic toolset,Stephen Young,book,thriller,2024-12-13,380,3.05
2923,Visionary regional time-frame,Christine Zavala,book,non-fiction,2023-02-20,351,4.75
2924,Progressive contextually-based capacity,Julian Williams,book,non-fiction,2020-04-11,248,3.02
2925,Future-proofed actuating capability,James Nelson,book,romance,2024-04-13,594,4.68
2926,Function-based multi-tasking capability,Amanda Thomas,book,romance,2024-05-29,296,3.82
2930,Multi-tiered transitional task-force,Ryan Alvarez,book,non-fiction,2020-11-22,427,4.08
2931,Stand-alone asymmetric initiative,Justin Jones,book,non-fiction,2021-04-18,429,4.72
2933,Open-architected regional service-desk,Garrett Wilson,book,romance,2021-06-07,825,3.95
2934,Down-sized multi-state orchestration,Justin Page,book,romance,2023-03-08,333,4.44
2939,Integrated zero-defect extranet,Kimberly Norton,book,mystery,2020-05-14,166,4.91
2940,Balanced human-resource frame,Kelly Rowe,book,thriller,2024-09-07,128,4.43
2941,Self-enabling human-resource complexity,Arthur Reed,book,non-fiction,2021-09-23,505,3.43
2942,Versatile holistic system engine,Katherine Brown,book,thriller,2021-05-29,790,3.61
2943,Balanced contextually-based initiative,Steven Taylor,book,romance,2023-11-25,516,3.29
2951,Total motivating model,Brian Mendoza,book,sci-fi,2020-11-06,241,4.69
2952,Grass-roots full-range success,Christopher Tate,book,mystery,2024-10-26,281,4.41
2954,Team-oriented global alliance,Jessica Haas,book,thriller,2021-05-28,748,3.16
2955,Sharable analyzing frame,Timothy Duke,book,romance,2021-02-24,363,3.04
2957,Ergonomic multi-tasking extranet,Tiffany Johnson,book,romance,2022-11-22,112,3.01
2958,Triple-buffered bottom-line infrastructure,Ethan Delacruz,book,romance,2023-08-07,676,3.75
2959,Digitized bi-directional array,Linda Cobb,book,non-fiction,2020-06-05,751,4.24
2960,Right-sized logistical moderator,Michael Hendricks,book,mystery,2022-04-16,199,4.74
2962,Exclusive disintermediate parallelism,Samantha Cohen,book,non-fiction,2020-05-31,619,3.3
2965,Balanced incremental alliance,Kimberly Norton,book,non-fiction,2023-07-29,704,4.04
2968,Cross-platform maximized middleware,Alexandra Ho,book,fiction,2024-04-01,784,4.11
2969,Vision-oriented neutral success,Karen Lopez,book,non-fiction,2024-04-11,345,4.92
2970,Advanced 24/7 contingency,Willie Lara,book,sci-fi,2020-12-31,142,3.72
2975,Proactive empowering superstructure,Jack Mills,book,sci-fi,2021-05-17,881,3.4
2977,Adaptive regional software,Janet Cook,book,fiction,2021-01-09,429,4.12
2980,Decentralized multi-tasking productivity,Ryan Mcmahon,book,romance,2023-10-26,865,4.8
2982,Focused hybrid moderator,Lisa Durham,book,sci-fi,2022-05-06,292,3.7
2986,Digitized asynchronous encoding,Stephanie Herrera,book,thriller,2022-03-19,427,3.15
2987,Managed global instruction set,Mrs. Felicia Castro DDS,book,romance,2020-05-04,755,4.23
2988,Function-based 5thgeneration standardization,Joanna Kelly,book,non-fiction,2023-09-08,805,3.23
2989,Upgradable explicit capacity,Michelle Richardson,book,non-fiction,2022-07-22,775,4.63
2995,Ameliorated 6thgeneration core,Amy Kennedy,book,sci-fi,2024-05-01,384,4.69
2996,Centralized multi-state database,Diana Johnson,book,sci-fi,2021-10-06,359,4.2
2998,Virtual 4thgeneration info-mediaries,Manuel Diaz,book,non-fiction,2020-09-22,172,4.28
2999,Persevering asynchronous Graphic Interface,Steven Medina,book,sci-fi,2024-08-28,168,3.37
3000,Extended bandwidth-monitored conglomeration,John Morrison,book,thriller,2023-10-18,362,4.91
3002,Optional multimedia neural-net,Brenda Copeland,book,mystery,2020-11-15,211,4.52
3003,Re-engineered bi-directional matrix,Michael Webster,book,non-fiction,2023-02-02,188,4.11
3004,Pre-emptive interactive task-force,Kevin Marquez,book,romance,2022-10-06,136,3.94
3005,Digitized regional database,Michael Marsh,book,fiction,2024-11-16,953,3.78
3006,Fundamental explicit synergy,Christine Zavala,book,fiction,2024-10-09,347,3.87
3007,Customizable disintermediate framework,Patricia Williams,book,non-fiction,2024-06-09,552,4.19
3008,Adaptive multi-tasking knowledge user,Amy Hester,book,romance,2023-11-10,885,4.95
3011,Devolved incremental analyzer,Michelle Krause,book,thriller,2021-01-06,157,3.78
3012,Stand-alone holistic pricing structure,Robert Marquez,book,romance,2023-07-30,165,3.45
3014,Team-oriented system-worthy adapter,Pamela White,book,non-fiction,2022-12-26,716,4.06
3020,Re-engineered regional product,John Zamora,book,fiction,2022-01-22,677,4.09
3021,Secured object-oriented workforce,Danielle Wilson,book,sci-fi,2021-11-01,685,4.29
3022,Vision-oriented stable frame,Richard Washington,book,sci-fi,2024-02-09,560,4.82
3023,Stand-alone real-time task-force,Janet Cook,book,romance,2022-12-16,356,3.69
3026,Public-key zero tolerance hierarchy,James Stevens,book,sci-fi,2022-11-08,363,4.76
3027,Sharable non-volatile encryption,James Nelson,book,sci-fi,2020-09-09,924,3.6
3028,Re-contextualized bi-directional frame,Nicole Acosta,book,thriller,2020-01-23,1000,4.08
3029,Profit-focused fault-tolerant open system,Rebecca Edwards,book,non-fiction,2023-01-19,960,4.25
3030,Ergonomic context-sensitive core,Jose Harrison,book,sci-fi,2020-06-30,527,3.92
3031,Vision-oriented directional frame,Barry Gregory,book,sci-fi,2023-11-11,574,3.73
3032,Vision-oriented intermediate initiative,Toni Miller,book,non-fiction,2022-10-11,840,4.06
3033,Centralized incremental process improvement,Teresa Jones,book,non-fiction,2023-06-16,682,3.39
3035,Decentralized logistical task-force,Ashley Stevens,book,sci-fi,2022-01-17,483,4.29
3036,Assimilated secondary intranet,Susan Cunningham,book,sci-fi,2020-10-28,211,4.09
3037,Extended fault-tolerant open architecture,Michelle Richardson,book,romance,2024-09-02,522,3.1
3038,Up-sized discrete model,Amanda Thomas,book,non-fiction,2022-12-28,775,3.77
3040,Multi-lateral solution-oriented encryption,Matthew Davis,book,non-fiction,2024-06-13,379,4.97
3043,Monitored incremental protocol,Patricia Williams,book,non-fiction,2020-07-18,880,4.86
3044,Digitized system-worthy open system,Ashley Schaefer,book,romance,2023-01-03,643,4.47
3046,Digitized impactful parallelism,Ashley Stevens,book,fiction,2023-10-10,439,4.71
3047,Quality-focused systematic circuit,Steven Medina,book,mystery,2022-02-16,307,4.49
3051,Optimized bandwidth-monitored service-desk,Nicole Williams,book,non-fiction,2024-02-10,267,3.83
3054,Versatile bottom-line extranet,Eddie Sanders,book,thriller,2024-03-04,250,4.82
3055,Vision-oriented encompassing initiative,Kathryn Cain,book,non-fiction,2022-08-31,490,3.95
3056,Front-line optimizing utilization,Keith Meadows,book,fiction,2023-10-28,700,4.38
3058,Assimilated composite matrices,James Nelson,book,sci-fi,2023-09-20,787,4.13
3062,Virtual human-resource middleware,Teresa Jones,book,fiction,2020-12-19,463,4.21
3064,Managed 4thgeneration application,Kevin Morrow,book,mystery,2024-09-07,296,4.03
3066,Grass-roots attitude-oriented frame,Nicholas Fitzgerald,book,non-fiction,2023-02-08,817,3.61
3067,Compatible user-facing Graphic Interface,Timothy Moore,book,mystery,2020-03-24,141,3.55
3071,Upgradable holistic definition,Christopher Reed,book,thriller,2023-02-22,788,3.54
3072,Future-proofed 3rdgeneration methodology,Karen Lopez,book,romance,2022-02-28,974,4.99
3073,Right-sized executive infrastructure,Kim Carter,book,mystery,2020-10-07,235,4.89
3075,Virtual incremental secured line,Michael Nixon,book,thriller,2020-08-09,186,4.61
3077,Cross-group value-added matrix,Kara Roberts,book,fiction,2023-08-01,348,3.15
3078,Phased human-resource application,Scott Stephens,book,romance,2024-11-13,920,3.47
3079,Re-contextualized tangible portal,Richard Rodriguez,book,fiction,2020-04-16,840,3.03
3083,Cross-group clear-thinking functionalities,Kyle Collins,book,thriller,2021-09-29,183,3.37
3085,Open-architected bi-directional Local Area Network,Lisa Garrett,book,thriller,2022-09-06,181,3.77
3087,Down-sized systematic benchmark,Mr. Bryan Mckinney,book,non-fiction,2020-05-07,580,3.58
3092,Ergonomic didactic knowledge user,Dr. Julie Miller,book,thriller,2020-04-29,956,4.18
3094,Reverse-engineered actuating success,Jean Lane,book,thriller,2024-10-06,346,4.06
3096,Object-based explicit migration,Zachary Daugherty,book,fiction,2020-03-03,605,3.69
3102,Enterprise-wide asynchronous access,Christopher Jones,book,mystery,2024-02-16,659,5.0
3103,Sharable background matrix,Patricia Schwartz,book,non-fiction,2024-06-05,143,4.38
3104,Reverse-engineered national contingency,Nicole Williams,book,sci-fi,2020-06-19,432,4.85
3106,Operative composite orchestration,Scott Stephens,book,non-fiction,2022-09-08,855,4.5
3107,User-centric mobile toolset,Sean Banks,book,non-fiction,2023-08-12,907,3.63
3109,Focused needs-based encryption,Dennis Blanchard,book,thriller,2024-05-04,276,3.3
3111,Intuitive incremental algorithm,Jamie Snyder,book,non-fiction,2021-08-25,122,3.99
3112,Re-engineered web-enabled knowledge user,Lori Alvarez,book,romance,2024-10-03,384,3.46
3113,Ameliorated modular toolset,Gregory Wallace,book,sci-fi,2023-06-22,543,3.87
3115,Synergized bottom-line knowledgebase,Barry Gregory,book,mystery,2022-05-07,822,3.95
3116,Centralized impactful methodology,Sarah Duncan,book,romance,2021-02-19,606,4.61
3117,Open-architected multi-state time-frame,Michael Smith,book,mystery,2023-12-30,746,3.32
3121,Inverse systematic complexity,Amy Pena,book,sci-fi,2020-05-21,478,3.83
